coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro,contactado,edadacotado,balanceacotado,balanceclase,duracionacotado,campanaacotado
CODDOC4115,34,1,2,0,250,1,0,29,193,6,-1,0,0,0,34,250,1,193,6
CODDOC4116,35,2,2,0,126,0,0,22,112,2,-1,0,0,0,35,126,1,112,2
CODDOC4118,25,2,2,0,8,0,0,22,107,2,-1,0,1,0,25,8,1,107,2
CODDOC4121,31,2,3,1,-282,1,0,20,131,3,-1,0,0,0,31,-282,1,131,3
CODDOC4122,34,1,3,0,-308,1,0,30,140,2,-1,0,0,0,34,-308,1,140,2
CODDOC4126,30,1,2,0,-393,1,1,16,435,1,-1,0,1,0,30,-393,1,435,1
CODDOC4128,56,2,3,0,917,0,0,9,306,1,-1,0,0,0,56,917,1,306,1
CODDOC4129,34,0,2,0,1268,1,0,15,259,3,-1,0,0,0,34,1268,1,259,3
CODDOC4135,29,1,2,0,424,1,1,14,241,2,-1,0,0,0,29,424,1,241,2
CODDOC4136,56,0,1,0,802,0,0,3,258,2,-1,0,0,0,56,802,1,258,2
CODDOC4137,31,1,3,0,430,1,0,25,137,16,-1,0,0,0,31,430,1,137,6
CODDOC4138,59,1,0,0,3940,0,0,5,48,2,-1,0,0,0,59,3940,1,48,2
CODDOC4140,51,0,2,0,1069,1,0,30,247,2,-1,0,0,0,51,1069,1,247,2
CODDOC4142,37,1,3,0,0,0,0,11,129,4,107,2,0,1,37,0,1,129,4
CODDOC4143,32,1,3,0,3939,0,0,8,209,2,-1,0,0,0,32,3939,1,209,2
CODDOC4145,29,1,2,0,358,0,0,21,88,5,-1,0,0,0,29,358,1,88,5
CODDOC4149,55,0,2,0,538,1,0,7,353,2,-1,0,1,0,55,538,1,353,2
CODDOC4151,33,1,3,0,8023,0,0,25,196,1,87,4,0,1,33,4000,1,196,1
CODDOC4153,21,2,2,0,6844,0,0,14,126,3,127,7,0,1,21,4000,1,126,3
CODDOC4154,42,1,2,0,440,1,0,3,13,5,-1,0,0,0,42,440,1,13,5
CODDOC4156,39,2,2,0,914,0,0,5,20,1,-1,0,0,0,39,914,1,20,1
CODDOC4160,53,1,2,0,94,0,0,10,493,1,181,14,1,1,53,94,1,493,1
CODDOC4162,39,2,0,0,0,0,0,20,13,11,-1,0,0,0,39,0,1,13,6
CODDOC4163,56,0,3,0,401,1,0,20,26,1,-1,0,0,0,56,401,1,26,1
CODDOC4164,29,2,0,0,33,0,0,1,161,1,-1,0,0,0,29,33,1,161,1
CODDOC4165,38,1,1,0,506,1,1,12,122,1,-1,0,0,0,38,506,1,122,1
CODDOC4169,31,1,2,0,3,1,0,28,37,12,-1,0,0,0,31,3,1,37,6
CODDOC4172,42,1,1,0,969,1,0,13,721,1,-1,0,0,0,42,969,1,500,1
CODDOC4173,36,2,2,0,760,0,0,20,9,13,-1,0,0,0,36,760,1,9,6
CODDOC4175,42,2,3,0,10907,0,0,4,74,3,-1,0,0,0,42,4000,1,74,3
CODDOC4177,32,1,1,0,415,1,0,2,777,4,-1,0,1,0,32,415,1,500,4
CODDOC4180,34,0,2,0,-566,1,0,26,248,2,-1,0,0,0,34,-566,1,248,2
CODDOC4182,26,2,2,0,1275,1,0,20,18,9,-1,0,0,0,26,1275,1,18,6
CODDOC4183,50,1,2,0,579,0,0,26,83,4,-1,0,0,0,50,579,1,83,4
CODDOC4184,60,2,3,0,2934,0,0,8,233,2,-1,0,0,0,60,2934,1,233,2
CODDOC4188,36,1,2,0,472,1,0,19,1017,1,-1,0,0,0,36,472,1,500,1
CODDOC4189,43,1,1,0,487,1,0,7,548,2,-1,0,0,0,43,487,1,500,2
CODDOC4191,32,1,2,0,150,0,0,5,210,1,-1,0,0,0,32,150,1,210,1
CODDOC4197,48,1,2,0,480,1,0,15,830,1,352,2,1,1,48,480,1,500,1
CODDOC4198,51,1,0,0,1883,1,0,5,57,1,-1,0,0,0,51,1883,1,57,1
CODDOC4199,34,1,3,0,606,0,0,20,97,1,-1,0,1,0,34,606,1,97,1
CODDOC4200,35,1,2,0,603,1,0,17,474,2,-1,0,0,0,35,603,1,474,2
CODDOC4201,49,2,1,0,548,0,0,31,115,6,-1,0,0,0,49,548,1,115,6
CODDOC4202,36,1,2,0,-872,1,1,20,153,1,183,1,0,1,36,-872,1,153,1
CODDOC4204,37,1,3,0,1689,1,0,29,645,2,-1,0,0,0,37,1689,1,500,2
CODDOC4205,49,1,1,0,902,0,0,9,210,2,-1,0,0,0,49,902,1,210,2
CODDOC4206,44,0,2,0,0,1,1,13,97,1,-1,0,0,0,44,0,1,97,1
CODDOC4209,39,1,2,0,626,1,0,11,126,2,-1,0,0,0,39,626,1,126,2
CODDOC4210,38,1,2,0,0,0,1,16,1473,6,-1,0,0,0,38,0,1,500,6
CODDOC4212,27,2,2,0,3792,0,0,22,279,2,-1,0,1,0,27,3792,1,279,2
CODDOC4217,53,1,2,0,459,0,0,14,317,6,192,1,0,1,53,459,1,317,6
CODDOC4219,48,1,3,0,5057,0,1,19,37,1,-1,0,0,0,48,4000,1,37,1
CODDOC4220,26,1,2,0,-759,1,0,11,191,1,-1,0,0,0,26,-759,1,191,1
CODDOC4221,33,2,2,0,-416,1,0,16,767,2,-1,0,1,0,33,-416,1,500,2
CODDOC4223,45,0,3,0,220,1,0,18,89,4,-1,0,0,0,45,220,1,89,4
CODDOC4224,32,0,2,0,0,1,0,2,746,2,-1,0,0,0,32,0,1,500,2
CODDOC4227,37,1,2,0,395,1,0,6,219,2,-1,0,0,0,37,395,1,219,2
CODDOC4229,36,1,2,0,-206,1,0,8,177,2,-1,0,0,0,36,-206,1,177,2
CODDOC4236,44,2,3,0,1424,1,0,8,201,2,-1,0,0,0,44,1424,1,201,2
CODDOC4239,36,2,3,0,197,0,0,30,260,1,-1,0,1,0,36,197,1,260,1
CODDOC4240,31,2,2,0,2305,0,0,4,139,1,-1,0,0,0,31,2305,1,139,1
CODDOC4241,45,1,2,0,-547,1,0,3,214,2,-1,0,0,0,45,-547,1,214,2
CODDOC4244,34,1,3,0,997,1,1,21,81,1,-1,0,0,0,34,997,1,81,1
CODDOC4245,39,0,2,0,83,1,0,30,69,6,-1,0,0,0,39,83,1,69,6
CODDOC4246,41,1,3,0,6563,0,0,27,136,8,-1,0,0,0,41,4000,1,136,6
CODDOC4249,36,1,1,0,398,1,0,12,278,1,-1,0,0,0,36,398,1,278,1
CODDOC4250,35,1,3,0,1145,1,0,2,82,2,-1,0,0,0,35,1145,1,82,2
CODDOC4251,32,2,3,0,2,1,0,11,100,2,-1,0,1,0,32,2,1,100,2
CODDOC4252,33,2,3,0,201,1,0,19,171,1,183,1,0,1,33,201,1,171,1
CODDOC4255,31,1,2,0,0,0,1,15,624,6,-1,0,0,0,31,0,1,500,6
CODDOC4256,42,1,2,0,1331,0,0,23,698,2,-1,0,0,0,42,1331,1,500,2
CODDOC4258,32,1,2,1,-220,1,1,25,123,2,-1,0,0,0,32,-220,1,123,2
CODDOC4261,50,2,0,0,0,0,0,28,118,8,-1,0,0,0,50,0,1,118,6
CODDOC4262,58,1,2,0,3382,0,1,28,294,2,309,2,0,1,58,3382,1,294,2
CODDOC4266,30,2,2,0,1073,1,0,5,1130,4,-1,0,0,0,30,1073,1,500,4
CODDOC4267,26,2,2,0,1700,1,0,7,13,5,-1,0,0,0,26,1700,1,13,5
CODDOC4274,40,1,2,0,99,0,0,9,15,5,-1,0,0,0,40,99,1,15,5
CODDOC4275,35,1,1,0,378,1,0,16,427,3,-1,0,0,0,35,378,1,427,3
CODDOC4278,54,1,2,0,2225,0,1,13,73,2,-1,0,0,0,54,2225,1,73,2
CODDOC4279,35,2,2,0,1810,1,0,25,65,2,-1,0,0,0,35,1810,1,65,2
CODDOC4280,31,1,0,1,-6,0,1,7,94,2,-1,0,0,0,31,-6,1,94,2
CODDOC4283,34,0,2,0,-251,0,0,18,641,1,-1,0,1,0,34,-251,1,500,1
CODDOC4285,54,1,2,0,641,1,0,17,472,1,148,2,0,1,54,641,1,472,1
CODDOC4286,37,1,3,0,0,1,0,21,115,1,-1,0,0,0,37,0,1,115,1
CODDOC4287,39,1,3,0,722,0,0,23,141,1,-1,0,0,0,39,722,1,141,1
CODDOC4293,33,1,3,0,752,1,0,11,104,4,-1,0,0,0,33,752,1,104,4
CODDOC4294,33,2,2,0,1925,1,0,2,76,2,-1,0,0,0,33,1925,1,76,2
CODDOC4296,30,2,3,0,901,1,1,16,601,1,-1,0,0,0,30,901,1,500,1
CODDOC4298,26,2,2,0,592,1,1,27,174,1,-1,0,0,0,26,592,1,174,1
CODDOC4301,59,1,1,0,0,0,0,5,493,2,-1,0,1,0,59,0,1,493,2
CODDOC4303,33,2,1,0,1,1,0,20,257,1,-1,0,0,0,33,1,1,257,1
CODDOC4304,46,2,2,0,834,1,0,11,196,2,-1,0,0,0,46,834,1,196,2
CODDOC4307,51,1,2,0,143,1,0,16,627,1,-1,0,0,0,51,143,1,500,1
CODDOC4308,27,1,2,0,186,1,0,27,136,2,-1,0,0,0,27,186,1,136,2
CODDOC4309,44,1,2,0,5597,0,0,20,27,3,-1,0,0,0,44,4000,1,27,3
CODDOC4310,40,2,2,0,1547,1,0,12,88,2,173,1,0,1,40,1547,1,88,2
CODDOC4311,36,1,3,0,1852,0,0,8,362,1,-1,0,0,0,36,1852,1,362,1
CODDOC4312,46,2,2,0,1790,1,0,5,214,5,-1,0,0,0,46,1790,1,214,5
CODDOC4315,31,2,2,0,1626,0,0,7,356,2,286,3,0,1,31,1626,1,356,2
CODDOC4316,37,1,2,0,749,0,0,21,219,1,-1,0,0,0,37,749,1,219,1
CODDOC4319,32,1,2,0,-32,1,0,12,145,1,-1,0,0,0,32,-32,1,145,1
CODDOC4320,70,0,2,0,6850,0,0,5,252,3,183,1,0,1,65,4000,1,252,3
CODDOC4322,58,1,2,0,-27,0,1,31,77,13,-1,0,0,0,58,-27,1,77,6
CODDOC4323,33,1,2,0,932,1,0,21,226,1,-1,0,0,0,33,932,1,226,1
CODDOC4325,50,0,3,0,100,1,1,13,157,1,299,3,0,1,50,100,1,157,1
CODDOC4328,55,0,1,0,653,0,0,6,800,1,-1,0,0,0,55,653,1,500,1
CODDOC4329,49,1,2,0,3608,1,0,13,231,1,-1,0,1,0,49,3608,1,231,1
CODDOC4330,41,1,1,0,293,1,1,7,102,1,-1,0,0,0,41,293,1,102,1
CODDOC4331,40,2,3,0,36,1,0,27,240,3,-1,0,0,0,40,36,1,240,3
CODDOC4332,48,1,3,0,263,1,0,5,350,2,-1,0,0,0,48,263,1,350,2
CODDOC4334,30,2,3,0,2186,1,0,3,366,1,-1,0,0,0,30,2186,1,366,1
CODDOC4338,73,1,0,0,519,0,0,16,434,1,57,1,1,1,65,519,1,434,1
CODDOC4339,50,1,3,0,19447,1,1,21,166,1,-1,0,0,0,50,4000,1,166,1
CODDOC4340,53,1,1,0,225,0,0,18,171,7,-1,0,0,0,53,225,1,171,6
CODDOC4343,50,1,0,0,2284,1,0,31,1088,17,-1,0,1,0,50,2284,1,500,6
CODDOC4344,51,1,1,0,40,1,0,13,79,1,370,1,0,1,51,40,1,79,1
CODDOC4345,42,0,3,0,364,0,0,18,52,1,-1,0,0,0,42,364,1,52,1
CODDOC4349,60,1,3,0,225,0,0,19,54,2,-1,0,0,0,60,225,1,54,2
CODDOC4353,47,1,1,0,2642,0,0,13,310,2,-1,0,0,0,47,2642,1,310,2
CODDOC4356,34,2,3,0,-292,1,0,19,181,6,-1,0,0,0,34,-292,1,181,6
CODDOC4357,51,1,2,0,1415,1,0,2,151,3,-1,0,0,0,51,1415,1,151,3
CODDOC4358,38,1,2,0,213,1,0,16,270,15,-1,0,0,0,38,213,1,270,6
CODDOC4359,47,2,2,0,2540,0,0,18,110,5,-1,0,0,0,47,2540,1,110,5
CODDOC4362,30,1,3,0,42,0,0,25,115,6,-1,0,0,0,30,42,1,115,6
CODDOC4364,38,2,2,0,13156,1,0,17,291,4,331,1,0,1,38,4000,1,291,4
CODDOC4367,59,1,2,0,0,0,0,5,812,1,-1,0,1,0,59,0,1,500,1
CODDOC4369,54,0,2,0,1012,1,0,12,33,3,175,2,0,1,54,1012,1,33,3
CODDOC4371,57,1,1,0,5431,1,1,6,383,1,-1,0,0,0,57,4000,1,383,1
CODDOC4373,30,2,2,0,4787,1,0,18,266,1,167,2,0,1,30,4000,1,266,1
CODDOC4375,45,0,1,0,3854,1,0,20,10,3,-1,0,0,0,45,3854,1,10,3
CODDOC4376,29,0,2,0,92,1,0,7,240,1,-1,0,0,0,29,92,1,240,1
CODDOC4384,26,2,2,0,609,0,0,28,112,1,-1,0,0,0,26,609,1,112,1
CODDOC4386,32,0,2,0,1121,1,1,16,211,3,-1,0,0,0,32,1121,1,211,3
CODDOC4387,39,0,3,0,355,1,0,25,313,5,-1,0,0,0,39,355,1,313,5
CODDOC4388,31,1,2,0,3653,1,1,21,252,1,168,4,0,1,31,3653,1,252,1
CODDOC4389,83,0,1,0,1097,0,0,5,181,1,-1,0,1,0,65,1097,1,181,1
CODDOC4390,34,1,3,0,436,0,1,28,118,4,-1,0,0,0,34,436,1,118,4
CODDOC4393,50,1,2,0,3357,0,0,9,239,4,-1,0,1,0,50,3357,1,239,4
CODDOC4394,30,1,3,0,101,1,1,7,187,3,-1,0,0,0,30,101,1,187,3
CODDOC4395,43,1,2,0,10910,1,0,15,66,2,-1,0,0,0,43,4000,1,66,2
CODDOC4400,29,1,2,0,452,1,0,27,347,1,-1,0,0,0,29,452,1,347,1
CODDOC4402,38,0,3,0,7929,0,0,8,182,3,-1,0,0,0,38,4000,1,182,3
CODDOC4407,35,2,2,0,2116,1,0,13,409,2,-1,0,0,0,35,2116,1,409,2
CODDOC4408,45,0,2,0,59,1,0,24,873,8,-1,0,1,0,45,59,1,500,6
CODDOC4409,28,1,2,0,131,1,0,12,147,5,-1,0,0,0,28,131,1,147,5
CODDOC4410,57,1,2,0,107,0,0,14,85,2,-1,0,0,0,57,107,1,85,2
CODDOC4413,34,2,3,0,2679,1,0,7,195,1,-1,0,0,0,34,2679,1,195,1
CODDOC4414,65,1,1,0,493,0,0,16,622,1,182,1,0,1,65,493,1,500,1
CODDOC4415,26,2,2,0,256,1,0,4,101,2,-1,0,0,0,26,256,1,101,2
CODDOC4418,33,1,3,0,302,1,1,16,670,1,-1,0,0,0,33,302,1,500,1
CODDOC4420,26,2,3,0,75,1,1,19,351,1,-1,0,0,0,26,75,1,351,1
CODDOC4421,45,1,2,0,999,1,0,20,215,6,188,2,0,1,45,999,1,215,6
CODDOC4423,37,0,1,0,260,1,0,17,446,2,-1,0,0,0,37,260,1,446,2
CODDOC4426,35,1,2,0,505,1,1,27,371,2,-1,0,0,0,35,505,1,371,2
CODDOC4429,48,1,0,0,439,1,0,2,212,1,249,2,0,1,48,439,1,212,1
CODDOC4431,47,1,3,0,295,1,0,5,157,1,-1,0,0,0,47,295,1,157,1
CODDOC4432,37,1,1,0,190,1,1,8,194,1,-1,0,0,0,37,190,1,194,1
CODDOC4434,40,1,3,0,-17,1,1,11,474,1,256,1,1,1,40,-17,1,474,1
CODDOC4435,35,2,2,0,175,1,0,29,219,1,246,1,0,1,35,175,1,219,1
CODDOC4436,31,2,2,0,4888,1,0,5,475,4,166,2,0,1,31,4000,1,475,4
CODDOC4438,44,1,3,0,4460,0,0,31,168,2,-1,0,0,0,44,4000,1,168,2
CODDOC4441,45,1,1,0,13117,0,0,11,42,2,-1,0,0,0,45,4000,1,42,2
CODDOC4442,38,1,3,0,12877,0,0,17,118,3,-1,0,0,0,38,4000,1,118,3
CODDOC4443,39,1,1,0,1506,1,0,11,299,2,-1,0,0,0,39,1506,1,299,2
CODDOC4450,31,2,2,0,360,1,0,26,592,4,-1,0,0,0,31,360,1,500,4
CODDOC4451,53,1,1,0,3316,1,0,23,331,6,-1,0,0,0,53,3316,1,331,6
CODDOC4454,35,1,2,0,5304,1,0,20,340,1,183,2,0,1,35,4000,1,340,1
CODDOC4455,37,2,3,0,102,1,0,21,101,2,-1,0,0,0,37,102,1,101,2
CODDOC4456,50,1,2,0,181,1,0,17,599,2,-1,0,0,0,50,181,1,500,2
CODDOC4458,37,2,1,0,6969,1,0,20,412,1,-1,0,0,0,37,4000,1,412,1
CODDOC4461,40,1,2,0,-396,1,0,26,127,1,-1,0,0,0,40,-396,1,127,1
CODDOC4463,55,1,2,0,2678,0,1,18,151,12,-1,0,0,0,55,2678,1,151,6
CODDOC4464,33,2,2,0,920,1,0,21,58,1,122,4,0,1,33,920,1,58,1
CODDOC4467,61,1,2,0,967,0,0,20,180,1,-1,0,0,0,61,967,1,180,1
CODDOC4468,43,0,2,0,1577,1,0,19,87,1,-1,0,0,0,43,1577,1,87,1
CODDOC4471,31,2,3,0,1166,1,0,3,207,1,-1,0,0,0,31,1166,1,207,1
CODDOC4475,44,1,1,0,-237,1,0,10,73,1,-1,0,0,0,44,-237,1,73,1
CODDOC4477,42,1,3,0,603,1,0,5,298,5,-1,0,0,0,42,603,1,298,5
CODDOC4478,32,2,3,0,577,0,0,7,101,2,-1,0,0,0,32,577,1,101,2
CODDOC4479,43,1,3,0,0,1,0,17,110,1,-1,0,0,0,43,0,1,110,1
CODDOC4480,39,2,2,0,163,1,0,30,107,2,-1,0,0,0,39,163,1,107,2
CODDOC4482,43,1,2,0,642,0,0,31,644,2,-1,0,0,0,43,642,1,500,2
CODDOC4483,46,1,2,0,466,1,0,29,169,1,-1,0,0,0,46,466,1,169,1
CODDOC4485,38,1,3,0,3436,0,0,21,663,4,-1,0,1,0,38,3436,1,500,4
CODDOC4488,49,0,2,0,32,0,0,5,128,1,-1,0,0,0,49,32,1,128,1
CODDOC4489,31,2,2,0,315,0,0,30,130,1,2,1,0,1,31,315,1,130,1
CODDOC4490,45,1,3,0,6945,0,0,5,131,5,356,3,0,1,45,4000,1,131,5
CODDOC4492,35,2,2,0,0,1,0,16,169,1,-1,0,0,0,35,0,1,169,1
CODDOC4493,32,2,2,0,309,1,1,16,346,1,234,3,0,1,32,309,1,346,1
CODDOC4494,28,2,3,0,0,1,0,4,205,6,-1,0,0,0,28,0,1,205,6
CODDOC4497,30,2,2,0,363,0,0,28,171,3,-1,0,0,0,30,363,1,171,3
CODDOC4498,31,2,3,0,38,0,0,20,185,2,-1,0,0,0,31,38,1,185,2
CODDOC4499,31,1,3,0,1183,1,0,27,676,6,-1,0,0,0,31,1183,1,500,6
CODDOC4501,38,1,2,0,4196,1,0,12,193,2,-1,0,0,0,38,4000,1,193,2
CODDOC4503,42,1,2,0,-91,1,1,5,43,1,-1,0,0,0,42,-91,1,43,1
CODDOC4509,42,1,0,0,642,1,1,16,509,2,-1,0,0,0,42,642,1,500,2
CODDOC4510,51,1,3,0,2506,0,0,30,210,3,-1,0,0,0,51,2506,1,210,3
CODDOC4511,36,0,2,0,566,1,0,20,129,2,-1,0,0,0,36,566,1,129,2
CODDOC4513,40,1,2,0,1100,1,0,29,660,2,-1,0,0,0,40,1100,1,500,2
CODDOC4514,49,1,2,0,322,0,0,14,356,2,-1,0,0,0,49,322,1,356,2
CODDOC4515,38,1,2,0,1205,1,0,20,45,4,153,1,0,1,38,1205,1,45,4
CODDOC4518,57,1,3,1,-3313,1,1,9,153,1,-1,0,0,0,57,-1000,1,153,1
CODDOC4519,57,1,2,0,295,0,0,19,151,11,-1,0,0,0,57,295,1,151,6
CODDOC4521,44,2,3,0,1136,1,1,3,345,2,249,7,0,1,44,1136,1,345,2
